,Movie_name,Popularity,rating,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19
644,Paris Is Burning (1990),0.044596913,3.814814815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
645,Once Upon a Time in the West (1969),0.063464837,3.868421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
646,Ran (1985),0.118353345,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
647,"Quiet Man, The (1952)",0.113207547,4.029850746,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
648,Once Upon a Time in America (1984),0.084048027,3.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
649,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",0.121783877,3.541666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
650,Glory (1989),0.291595197,4.076023392,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
651,Rosencrantz and Guildenstern Are Dead (1990),0.152658662,3.888888889,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
652,Touch of Evil (1958),0.056603774,3.911764706,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
653,Chinatown (1974),0.250428816,4.136054422,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
654,Stand by Me (1986),0.387650086,3.881057269,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
655,M (1931),0.073756432,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
656,"Manchurian Candidate, The (1962)",0.222984563,4.259541985,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
657,Pump Up the Volume (1990),0.133790738,3.417721519,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
658,Arsenic and Old Lace (1944),0.195540309,4.07826087,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
659,Fried Green Tomatoes (1991),0.260720412,3.764705882,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
660,High Noon (1952),0.14922813,4.102272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
661,Somewhere in Time (1980),0.138936535,3.426829268,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
662,Being There (1979),0.197255575,3.905172414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
663,"Paris, Texas (1984)",0.077186964,3.543478261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
664,Alien 3 (1992),0.169811321,2.83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
665,Blood For Dracula (Andy Warhol's Dracula) (1974),0.006861063,2.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
666,Audrey Rose (1977),0.018867925,2.166666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
667,Blood Beach (1981),0.008576329,2.166666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
668,Body Parts (1991),0.02058319,1.615384615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
669,Body Snatchers (1993),0.060034305,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
670,Bride of Frankenstein (1935),0.077186964,3.608695652,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
671,Candyman (1992),0.109777015,2.723076923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
672,Cape Fear (1962),0.145797599,3.523255814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
673,Cat People (1982),0.080617496,2.895833333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
674,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",0.090909091,3.555555556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
675,"Crucible, The (1996)",0.130360206,3.337662338,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
676,Fire on the Mountain (1996),0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
677,Volcano (1997),0.373927959,2.808219178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
678,Conan the Barbarian (1981),0.181818182,3.046728972,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,Kull the Conqueror (1997),0.056603774,2.558823529,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,Wishmaster (1997),0.044596913,2.444444444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
681,I Know What You Did Last Summer (1997),0.169811321,3.06,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
682,Rocket Man (1997),0.082332762,2.408163265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
683,In the Line of Fire (1993),0.288164666,3.792899408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
684,Executive Decision (1996),0.267581475,3.356687898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
685,"Perfect World, A (1993)",0.084048027,3.68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
686,McHale's Navy (1997),0.116638079,2.188405797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
687,Leave It to Beaver (1997),0.073756432,1.840909091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
688,"Jackal, The (1997)",0.147512864,3.149425287,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
689,Seven Years in Tibet (1997),0.264150943,3.458064516,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
690,Dark City (1998),0.025728988,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
691,"American President, The (1995)",0.279588336,3.62804878,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
692,Casino (1995),0.154373928,3.648351648,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
693,Persuasion (1995),0.073756432,4.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
694,Kicking and Screaming (1995),0.02058319,2.923076923,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
695,City Hall (1996),0.133790738,3.139240506,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
696,"Basketball Diaries, The (1995)",0.066895369,3.425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
697,"Browning Version, The (1994)",0.015437393,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
698,Little Women (1994),0.173241852,3.676470588,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
699,Miami Rhapsody (1995),0.024013722,2.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
700,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",0.015437393,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
701,Barcelona (1994),0.089193825,3.018867925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
702,Widows' Peak (1994),0.030874786,3.578947368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
703,"House of the Spirits, The (1993)",0.039451115,3.041666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
704,Singin' in the Rain (1952),0.233276158,3.99270073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
705,Bad Moon (1996),0.008576329,2.666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
706,Enchanted April (1991),0.118353345,3.928571429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
707,"Sex, Lies, and Videotape (1989)",0.171526587,3.475247525,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
708,Strictly Ballroom (1992),0.176672384,4.028846154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
709,Better Off Dead... (1985),0.133790738,3.569620253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
710,"Substance of Fire, The (1996)",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
711,Tin Men (1987),0.085763293,3.078431373,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
712,Othello (1995),0.121783877,3.611111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
713,Carrington (1995),0.02058319,3.230769231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
714,To Die For (1995),0.147512864,3.275862069,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
715,Home for the Holidays (1995),0.097770154,3.155172414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
716,"Juror, The (1996)",0.138936535,2.817073171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
717,In the Bleak Midwinter (1995),0.025728988,3.6875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
718,Canadian Bacon (1994),0.048027444,2.413793103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
719,First Knight (1995),0.145797599,3.023255814,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
720,Mallrats (1995),0.090909091,3.444444444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Nine Months (1995),0.097770154,2.931034483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
722,Boys on the Side (1995),0.056603774,3.147058824,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
723,Circle of Friends (1995),0.12864494,3.486842105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
724,Exit to Eden (1994),0.025728988,2.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
725,Fluke (1995),0.022298456,2.428571429,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
726,Immortal Beloved (1994),0.106346484,3.46031746,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
727,Junior (1994),0.075471698,3.022222222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
728,Nell (1994),0.137221269,3.481481481,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
729,"Queen Margot (Reine Margot, La) (1994)",0.039451115,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
730,"Corrina, Corrina (1994)",0.065180103,3.153846154,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
731,Dave (1993),0.30703259,3.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
732,Go Fish (1994),0.024013722,3.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
733,Made in America (1993),0.044596913,2.518518519,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
734,Philadelphia (1993),0.233276158,3.854014599,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
735,Shadowlands (1993),0.132075472,3.935897436,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
736,Sirens (1994),0.09948542,2.983050847,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
737,Threesome (1994),0.051457976,2.838709677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
738,Pretty Woman (1990),0.279588336,3.323170732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
739,Jane Eyre (1996),0.106346484,3.476190476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
740,"Last Supper, The (1995)",0.097770154,3.448275862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
741,Ransom (1996),0.45626072,3.644194757,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
742,"Crow: City of Angels, The (1996)",0.065180103,1.948717949,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
743,Michael Collins (1996),0.156089194,3.456521739,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
744,"Ruling Class, The (1972)",0.025728988,3.875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
745,Real Genius (1985),0.202401372,3.663865546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
746,Benny & Joon (1993),0.173241852,3.460784314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
747,"Saint, The (1997)",0.540308748,3.123417722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
748,"MatchMaker, The (1997)",0.085763293,3.176470588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
749,Amistad (1997),0.210977702,3.85483871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
750,Tomorrow Never Dies (1997),0.30703259,3.427777778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
751,"Replacement Killers, The (1998)",0.065180103,3.307692308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
752,Burnt By the Sun (1994),0.039451115,3.708333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
753,Red Corner (1997),0.096054889,3.385964912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
754,Jumanji (1995),0.162950257,3.3125,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
755,Father of the Bride Part II (1995),0.217838765,2.8984375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
756,Across the Sea of Time (1995),0.005145798,2.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
757,Lawnmower Man 2: Beyond Cyberspace (1996),0.034305317,1.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
758,Fair Game (1995),0.017152659,2.181818182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,Screamers (1995),0.077186964,2.652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
760,Nick of Time (1995),0.073756432,3.045454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
761,Beautiful Girls (1996),0.195540309,3.391304348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762,Happy Gilmore (1996),0.253859348,3.389261745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
763,If Lucy Fell (1996),0.048027444,2.75862069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
764,Boomerang (1992),0.053173242,2.8125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
765,Man of the Year (1995),0.013722127,3.111111111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
766,"Addiction, The (1995)",0.017152659,2.181818182,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
767,Casper (1995),0.087478559,3.076923077,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,Congo (1995),0.070325901,2.452380952,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
769,Devil in a Blue Dress (1995),0.096054889,3.385964912,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
770,Johnny Mnemonic (1995),0.068610635,2.634146341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
771,Kids (1995),0.082332762,3.06122449,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
772,Mute Witness (1994),0.027444254,2.941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
773,"Prophecy, The (1995)",0.053173242,2.9375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
774,Something to Talk About (1995),0.042881647,2.769230769,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
775,Three Wishes (1995),0.013722127,3.222222222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
776,Castle Freak (1995),0.005145798,1.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
777,Don Juan DeMarco (1995),0.12864494,3.552631579,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
778,Drop Zone (1994),0.051457976,2.548387097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,Dumb & Dumber (1994),0.116638079,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
780,French Kiss (1995),0.142367067,3.333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
781,Little Odessa (1994),0.015437393,2.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
782,Milk Money (1994),0.061749571,2.72972973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
783,Beyond Bedlam (1993),0.001715266,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
784,Only You (1994),0.065180103,3.153846154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
785,"Perez Family, The (1995)",0.022298456,2.642857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
786,Roommates (1995),0.02058319,3.230769231,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
787,Relative Fear (1994),0.003430532,1.666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
788,Swimming with Sharks (1995),0.07890223,3.574468085,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
789,Tommy Boy (1995),0.111492281,2.909090909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
790,"Baby-Sitters Club, The (1995)",0.015437393,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,Bullets Over Broadway (1994),0.145797599,3.720930233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
792,Crooklyn (1994),0.015437393,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
793,It Could Happen to You (1994),0.077186964,3.652173913,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
794,Richie Rich (1994),0.034305317,2.428571429,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
795,Speechless (1994),0.060034305,3.083333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
796,Timecop (1994),0.051457976,3.096774194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
797,Bad Company (1995),0.013722127,2.222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,Boys Life (1995),0.006861063,3.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
799,In the Mouth of Madness (1995),0.042881647,2.884615385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
800,"Air Up There, The (1994)",0.025728988,2.8125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
801,Hard Target (1993),0.066895369,2.7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
802,Heaven & Earth (1993),0.013722127,2.555555556,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
803,Jimmy Hollywood (1994),0.012006861,2.875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
804,Manhattan Murder Mystery (1993),0.044596913,3.62962963,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
805,Menace II Society (1993),0.084048027,3.46,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
806,Poetic Justice (1993),0.013722127,2.777777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
807,"Program, The (1993)",0.051457976,2.838709677,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
808,Rising Sun (1993),0.072041166,2.906976744,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
809,"Shadow, The (1994)",0.075471698,2.888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,Thirty-Two Short Films About Glenn Gould (1993),0.02915952,3.944444444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
811,Andre (1994),0.02915952,3.111111111,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,"Celluloid Closet, The (1995)",0.094339623,3.892857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
813,"Great Day in Harlem, A (1994)",0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
814,One Fine Day (1996),0.190394511,3.232142857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
815,Candyman: Farewell to the Flesh (1995),0.034305317,2.428571429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
816,Frisk (1995),0.003430532,2.666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
817,Girl 6 (1996),0.041166381,2.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
818,Eddie (1996),0.066895369,2.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
819,Space Jam (1996),0.15780446,2.774193548,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
820,Mrs. Winterbourne (1996),0.036020583,3.045454545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
821,Faces (1968),0.005145798,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
822,Mulholland Falls (1996),0.138936535,2.87804878,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
823,"Great White Hype, The (1996)",0.082332762,2.755102041,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
824,"Arrival, The (1996)",0.140651801,3.036144578,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
825,"Phantom, The (1996)",0.135506003,2.575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,Daylight (1996),0.096054889,2.771929825,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
827,Alaska (1996),0.02058319,2.692307692,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,Fled (1996),0.056603774,2.647058824,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,Power 98 (1995),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
830,Escape from L.A. (1996),0.154373928,2.461538462,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
831,Bogus (1996),0.036020583,2.545454545,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
832,Bulletproof (1996),0.082332762,3.204081633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,Halloween: The Curse of Michael Myers (1995),0.041166381,2.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
834,"Gay Divorcee, The (1934)",0.024013722,3.866666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
835,Ninotchka (1939),0.042881647,3.769230769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
836,Meet John Doe (1941),0.041166381,3.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
837,In the Line of Duty 2 (1987),0.005145798,2.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,Loch Ness (1995),0.005145798,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
839,Last Man Standing (1996),0.089193825,2.660377358,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
840,"Glimmer Man, The (1996)",0.080617496,2.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
841,Pollyanna (1960),0.044596913,3.148148148,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
842,"Shaggy Dog, The (1959)",0.04974271,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
843,Freeway (1996),0.070325901,3.357142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
844,That Thing You Do! (1996),0.300171527,3.465909091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
845,To Gillian on Her 37th Birthday (1996),0.073756432,3.068181818,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
846,Looking for Richard (1996),0.092624357,3.727272727,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
847,"Murder, My Sweet (1944)",0.013722127,3.555555556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
848,Days of Thunder (1990),0.089193825,2.716981132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
849,"Perfect Candidate, A (1996)",0.005145798,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
850,Two or Three Things I Know About Her (1966),0.005145798,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
851,"Bloody Child, The (1996)",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
852,Braindead (1992),0.022298456,3.857142857,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
853,Bad Taste (1987),0.025728988,3.375,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
854,Diva (1981),0.111492281,3.727272727,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
855,Night on Earth (1991),0.060034305,3.833333333,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
856,Paris Was a Woman (1995),0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
857,Amityville: Dollhouse (1996),0.003430532,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
858,April Fool's Day (1986),0.024013722,2.666666667,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
859,"Believers, The (1987)",0.025728988,2.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
860,Nosferatu a Venezia (1986),0.003430532,2.333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
861,Jingle All the Way (1996),0.02915952,2.111111111,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",0.039451115,3.916666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863,My Fellow Americans (1996),0.145797599,3.162790698,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
